Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1209900,,6.6,7.0,4.0,4.75,3.0,,,,,,2.8,N1,Ha Tinh
HT1213418,,6.6,5.0,,,,3.25,5.25,8.25,,,4.8,N1,Ha Tinh
HT1216548,,6.6,7.0,,,,7.25,5.5,8.0,,,3.4,N1,Ha Tinh
HT1211968,,6.6,7.25,,,,7.0,6.75,9.0,,,6.6,N1,Ha Tinh
HT1208589,,6.6,5.75,2.75,2.5,3.75,4.25,5.5,6.0,,,1.6,N1,Ha Tinh
HT1211957,,6.6,4.75,5.25,5.75,3.25,,,,,,3.4,N1,Ha Tinh
HT1212073,,6.6,6.0,,,,3.75,6.0,8.25,,,2.4,N1,Ha Tinh
HT1211312,,6.6,5.25,,,,6.0,8.25,9.25,,,4.2,N1,Ha Tinh
HT1212618,,6.6,6.5,,,,5.0,8.0,8.25,,,3.6,N1,Ha Tinh
HT1215888,,6.6,6.25,,,,6.75,7.0,8.25,,,2.2,N1,Ha Tinh
HT1210144,,6.6,6.75,,,,5.75,6.75,9.0,,,4.6,N1,Ha Tinh
HT1212124,,6.6,5.0,6.5,5.5,5.25,,,,,,4.0,N1,Ha Tinh
HT1216105,,6.6,6.75,5.75,6.0,4.75,,,,,,3.6,N1,Ha Tinh
HT1214069,,6.6,6.25,,,,3.75,6.75,8.0,,,4.8,N1,Ha Tinh
HT1215042,,6.6,7.0,6.0,7.0,5.25,,,,,,3.6,N1,Ha Tinh
HT1216643,,6.6,6.25,,,,4.0,6.25,8.75,,,4.0,N1,Ha Tinh
HT1215204,,6.6,7.25,,,,4.75,5.75,7.25,,,3.4,N1,Ha Tinh
HT1210070,,6.6,4.0,,,,5.0,6.0,7.75,,,3.4,N1,Ha Tinh
HT1213081,,6.6,5.25,6.0,4.75,5.5,,,,,,4.2,N1,Ha Tinh
HT1215768,,6.6,7.75,,,,6.0,7.5,8.5,,,3.4,N1,Ha Tinh
HT1214872,,6.6,7.0,,,,5.75,7.75,8.25,,,3.0,N1,Ha Tinh
HT1212614,,6.6,6.5,2.5,5.5,6.5,,,,,,3.0,N1,Ha Tinh
HT1215060,,6.6,6.0,6.5,6.0,3.75,,,,,,3.2,N1,Ha Tinh
HT1214290,,6.6,5.75,,,,3.0,4.5,5.75,,,4.0,N1,Ha Tinh
HT1214875,,6.6,7.0,,,,8.0,6.5,8.25,,,4.6,N1,Ha Tinh
HT1214184,,6.6,6.75,,,,5.25,7.5,8.5,,,4.2,N1,Ha Tinh
HT1209390,,6.6,7.5,,,,5.25,7.75,8.0,,,4.4,N1,Ha Tinh
HT1214062,,6.6,7.5,,,,6.75,8.75,8.0,,,4.0,N1,Ha Tinh
HT1211328,,6.6,6.75,,,,5.5,6.75,7.5,,,4.6,N1,Ha Tinh
HT1212079,,6.6,5.25,4.0,5.25,3.25,,,,,,4.8,N1,Ha Tinh
HT1211624,,6.6,7.0,5.25,4.25,4.5,,,,,,4.8,N1,Ha Tinh
HT1216104,,6.6,7.5,,,,5.0,7.25,9.25,,,4.8,N1,Ha Tinh
HT1215797,,6.6,6.0,,,,7.25,7.75,9.25,,,2.6,N1,Ha Tinh
HT1214911,,6.6,7.5,,,,6.25,6.5,8.75,,,5.0,N1,Ha Tinh
HT1209315,,6.6,5.0,,,,3.75,6.5,7.25,,,3.2,N1,Ha Tinh
HT1209954,,6.6,4.5,,,,3.0,5.5,8.25,,,2.0,N1,Ha Tinh
HT1211591,,6.6,6.0,6.5,6.0,4.75,,,,,,4.4,N1,Ha Tinh
HT1209976,,6.6,6.0,7.25,6.5,5.75,,,,,,3.2,N1,Ha Tinh
HT1209955,,6.6,5.5,4.5,5.75,5.5,,,,,,3.6,N1,Ha Tinh
HT1211331,,6.6,5.75,,,,9.25,,,,,,,Ha Tinh
HT1215864,,6.6,6.75,5.25,6.5,4.5,,,,,,3.6,N1,Ha Tinh
HT1210739,,6.6,7.5,,,,7.5,7.25,8.75,,,3.4,N1,Ha Tinh
HT1209328,,6.6,6.33,,,,5.0,4.5,7.0,,,2.2,N1,Ha Tinh
HT1212455,,6.6,5.75,5.75,5.25,4.5,,,,,,3.8,N1,Ha Tinh
HT1215091,,6.6,6.5,4.25,4.75,5.75,,,,,,3.4,N1,Ha Tinh
HT1211995,,6.6,5.25,6.25,5.5,3.75,,,,,,3.8,N1,Ha Tinh
HT1210594,,6.6,7.5,4.75,3.25,4.75,,,,,,5.6,N1,Ha Tinh
HT1211314,,6.6,5.5,,,,3.75,6.75,7.5,,,3.8,N1,Ha Tinh
HT1214888,,6.6,5.0,6.25,6.75,5.5,,,,,,2.6,N1,Ha Tinh
HT1210627,,6.6,4.5,,,,6.0,8.25,7.75,,,4.0,N1,Ha Tinh
HT1214375,,6.6,7.5,,,,6.25,8.25,8.25,,,5.2,N1,Ha Tinh
HT1209097,,6.6,7.25,,,,4.5,7.0,8.0,,,7.4,N1,Ha Tinh
HT1211318,,6.6,7.75,,,,9.25,9.0,9.25,,,2.0,N1,Ha Tinh
HT1208620,,6.6,6.0,4.75,6.0,3.75,,,,,,3.6,N1,Ha Tinh
HT1216561,,6.6,5.75,,,,4.75,8.0,7.5,,,0.8,N1,Ha Tinh
HT1214124,,6.6,5.5,,,,4.25,5.75,8.75,,,2.6,N1,Ha Tinh
HT1208706,,6.6,5.5,5.5,4.25,4.25,,,,,,2.8,N1,Ha Tinh
HT1213075,,6.6,8.0,,,,7.75,6.5,9.0,,,4.6,N1,Ha Tinh
HT1211631,,6.6,7.25,,,,4.25,7.0,7.0,,,7.6,N1,Ha Tinh
HT1213026,,6.6,6.25,,,,4.5,6.75,7.5,,,4.4,N1,Ha Tinh
HT1212077,,6.6,7.25,,,,6.25,7.75,9.25,,,4.4,N1,Ha Tinh
HT1212586,,6.6,6.5,,,,3.0,5.25,8.0,,,2.8,N1,Ha Tinh
HT1209310,,6.6,5.25,,,,5.25,7.25,7.25,,,5.2,N1,Ha Tinh
HT1215120,,6.6,6.0,7.5,6.0,7.0,,,,,,4.6,N1,Ha Tinh
HT1211988,,6.6,4.75,,,,3.0,5.25,6.0,,,2.0,N1,Ha Tinh
HT1215041,,6.6,6.0,,,,5.25,8.25,8.0,,,4.6,N1,Ha Tinh
HT1210341,,6.6,3.75,,,,7.25,7.25,8.75,,,3.0,N1,Ha Tinh
HT1212514,,6.6,6.0,,,,5.25,5.0,7.75,,,3.8,N1,Ha Tinh
HT1214011,,6.6,8.25,,,,6.25,7.75,8.25,,,4.8,N1,Ha Tinh
HT1210524,,6.6,6.0,,,,4.5,7.5,8.25,,,5.0,N1,Ha Tinh
HT1210178,,6.6,5.0,,,,4.0,5.5,7.5,,,4.2,N1,Ha Tinh
HT1212471,,6.6,6.25,,,,7.0,7.0,8.5,,,2.6,N1,Ha Tinh
HT1210171,,6.6,6.0,,,,5.75,6.75,8.75,,,3.8,N1,Ha Tinh
HT1211647,,6.6,5.5,3.0,5.75,4.0,,,,,,3.4,N1,Ha Tinh
HT1216656,,6.6,5.5,,,,4.25,6.0,9.5,,,2.0,N1,Ha Tinh
HT1214975,,6.6,6.0,,,,6.0,7.0,8.75,,,3.4,N1,Ha Tinh
HT1214973,,6.6,6.0,5.5,6.5,4.75,,,,,,3.4,N1,Ha Tinh
HT1214433,,6.6,4.75,6.0,6.25,5.0,,,,,,2.0,N1,Ha Tinh
HT1214015,,6.6,5.5,5.75,5.25,3.75,,,,,,2.4,N1,Ha Tinh
HT1216080,,6.6,6.5,3.75,4.25,4.0,,,,,,3.2,N1,Ha Tinh
HT1214017,,6.6,6.0,,,,7.5,7.0,9.25,,,4.2,N1,Ha Tinh
HT1210829,,6.6,6.75,,,,6.5,6.75,9.0,,,4.8,N1,Ha Tinh
HT1214854,,6.6,7.0,6.0,6.0,5.0,,,,,,3.4,N1,Ha Tinh
HT1212647,,6.6,7.75,,,,5.75,6.0,6.75,,,4.4,N1,Ha Tinh
HT1208762,,6.6,,,6.25,8.75,,,,,,,,Ha Tinh
HT1209824,,6.6,8.5,,,,7.25,7.25,8.25,,,5.6,N1,Ha Tinh
HT1210677,,6.6,5.33,,,,5.0,6.5,7.5,,,1.6,N1,Ha Tinh
HT1211274,,6.6,7.5,,,,4.75,7.0,8.25,,,2.2,N1,Ha Tinh
HT1214451,,6.6,5.0,6.25,4.5,4.5,,,,,,5.6,N1,Ha Tinh
HT1214828,,6.6,5.5,,,,3.25,7.0,8.5,,,2.0,N1,Ha Tinh
HT1208550,,6.6,7.0,,,,5.75,6.75,9.0,,,4.0,N1,Ha Tinh
HT1210187,,6.6,6.0,6.25,5.25,3.75,,,,,,2.8,N1,Ha Tinh
HT1210905,,6.6,5.5,5.0,4.0,3.0,,,,,,7.0,N1,Ha Tinh
HT1215307,,6.6,6.25,,,,5.0,6.25,9.0,,,4.2,N1,Ha Tinh
HT1210185,,6.6,,,7.75,7.0,,,,,,,,Ha Tinh
HT1213988,,6.6,7.0,,,,6.0,8.5,8.5,,,6.6,N1,Ha Tinh
HT1215929,,6.6,6.75,,,,4.75,6.75,7.75,,,3.6,N1,Ha Tinh
HT1210180,,6.6,5.0,6.75,6.5,4.25,,,,,,1.8,N1,Ha Tinh
HT1214456,,6.6,6.75,,,,6.5,8.5,8.5,,,3.8,N1,Ha Tinh
HT1215730,,6.6,7.5,,,,7.75,8.25,8.75,,,3.4,N1,Ha Tinh
HT1213994,,6.6,7.75,,,,5.75,6.25,6.5,,,8.0,N1,Ha Tinh
HT1215273,,6.6,5.0,5.75,6.25,5.5,,,,,,5.4,N1,Ha Tinh
HT1211909,,6.6,5.5,6.0,5.25,2.5,,,,,,4.2,N1,Ha Tinh
HT1214452,,6.6,7.75,5.25,4.25,3.75,,,,,,6.8,N1,Ha Tinh
HT1215846,,6.6,7.5,,,,8.25,6.5,8.5,,,1.8,N1,Ha Tinh
HT1216488,,6.6,6.25,,,,3.75,5.0,7.25,,,3.0,N1,Ha Tinh
HT1212041,,6.6,6.0,,,,4.25,5.5,6.5,,,3.0,N1,Ha Tinh
HT1215822,,6.6,6.5,,,,4.75,5.5,7.75,,,2.6,N1,Ha Tinh
HT1213464,,6.6,5.0,,,,3.5,5.25,7.0,,,3.2,N1,Ha Tinh
HT1209859,,6.6,5.25,,,,9.0,8.75,8.0,,,3.6,N1,Ha Tinh
HT1213053,,6.6,6.5,,,,4.5,6.75,7.0,,,4.0,N1,Ha Tinh
HT1213320,,6.6,7.75,,,,4.0,5.25,6.25,,,4.8,N1,Ha Tinh
HT1213087,,6.6,7.25,,,,5.75,6.75,8.5,,,3.8,N1,Ha Tinh
HT1213319,,6.6,7.0,,,,7.0,7.25,9.0,,,5.2,N1,Ha Tinh
HT1209857,,6.6,5.25,2.75,2.5,3.25,3.75,6.5,7.75,,,4.4,N1,Ha Tinh
HT1215030,,6.6,7.0,,,,5.25,6.0,7.0,,,4.4,N1,Ha Tinh
HT1212621,,6.6,4.75,,,,3.5,5.5,,,,,,Ha Tinh
HT1214033,,6.6,8.0,,,,5.0,7.25,7.25,,,5.6,N1,Ha Tinh
HT1212990,,6.6,6.25,,,,5.25,7.5,8.75,,,4.2,N1,Ha Tinh
HT1208573,,6.6,8.0,,,,8.25,7.5,8.25,,,3.4,N1,Ha Tinh
HT1215821,,6.6,6.0,2.75,3.25,5.25,,,,,,4.6,N1,Ha Tinh
HT1214173,,6.6,,6.5,,,,,,,,4.6,N1,Ha Tinh
HT1211283,,6.6,5.5,5.5,5.75,5.0,,,,,,4.2,N1,Ha Tinh
HT1214024,,6.6,6.25,,,,6.25,9.0,6.5,,,2.2,N1,Ha Tinh
HT1209141,,6.6,6.0,,,,7.75,7.0,8.0,,,2.8,N1,Ha Tinh
HT1212384,,6.6,5.0,4.75,4.75,4.75,,,,,,3.0,N1,Ha Tinh
HT1212499,,6.6,5.75,6.75,5.0,5.0,5.0,5.75,5.75,,,3.4,N1,Ha Tinh
HT1213476,,6.6,5.25,6.5,4.25,4.5,,,,,,5.8,N1,Ha Tinh
HT1210688,,6.6,6.5,,,,5.0,7.25,8.75,,,5.6,N1,Ha Tinh
HT1213107,,6.6,5.75,7.0,5.25,4.25,,,,,,3.0,N1,Ha Tinh
HT1213477,,6.6,5.5,,,,3.75,6.0,6.25,,,3.6,N1,Ha Tinh
HT1215856,,6.4,5.75,,,,3.75,6.25,7.25,,,4.0,N1,Ha Tinh
HT1216015,,6.4,5.25,7.25,5.5,4.75,,,,,,4.6,N1,Ha Tinh
HT1209356,,6.4,6.5,,,,5.75,7.75,8.5,,,3.8,N1,Ha Tinh
HT1215840,,6.4,5.75,,,,2.75,6.75,8.25,,,3.8,N1,Ha Tinh
HT1212915,,6.4,6.5,,,,3.75,7.25,8.5,,,1.2,N1,Ha Tinh
HT1215570,,6.4,6.75,,,,5.0,5.75,9.0,,,3.8,N1,Ha Tinh
HT1215839,,6.4,,5.25,5.5,,,,,,,,,Ha Tinh
HT1216261,,6.4,6.25,,,,6.0,8.0,8.25,,,5.4,N1,Ha Tinh
HT1215588,,6.4,7.75,,,,5.75,6.5,8.5,,,6.4,N1,Ha Tinh
HT1213046,,6.4,4.0,,,,3.25,6.25,7.75,,,3.2,N1,Ha Tinh
HT1211607,,6.4,7.25,,,,5.0,6.0,6.75,,,6.6,N1,Ha Tinh
HT1211487,,6.4,4.75,,,,4.75,7.0,8.0,,,2.8,N1,Ha Tinh
HT1208990,,6.4,7.5,,,,6.25,8.0,9.25,,,2.8,N1,Ha Tinh
HT1213397,,6.4,5.0,,,,4.5,5.5,8.5,,,4.6,N1,Ha Tinh
HT1213612,,6.4,6.0,4.0,3.5,3.5,,,,,,2.2,N1,Ha Tinh
HT1208992,,6.4,7.0,,,,4.5,7.25,7.5,,,3.8,N1,Ha Tinh
HT1209114,,6.4,5.5,,,,5.0,7.5,,,,,,Ha Tinh
HT1213401,,6.4,5.0,5.5,5.25,3.75,,,,,,3.2,N1,Ha Tinh
HT1213060,,6.4,5.0,,,,6.25,6.5,8.5,,,3.6,N1,Ha Tinh
HT1216125,,6.4,6.25,3.25,3.75,3.0,,,,,,2.0,N1,Ha Tinh
HT1211495,,6.4,,6.0,4.5,,,,,,,,,Ha Tinh
HT1215851,,6.4,7.75,,,,7.75,7.5,9.0,,,5.0,N1,Ha Tinh
HT1213045,,6.4,5.25,3.5,6.25,3.25,,,,,,3.4,N1,Ha Tinh
HT1209549,,6.4,6.0,,,,5.5,7.75,7.5,,,2.6,N1,Ha Tinh
HT1211153,,6.4,6.5,,,,4.25,7.0,7.75,,,2.2,N1,Ha Tinh
HT1209540,,6.4,7.5,,,,7.75,7.25,9.25,,,4.0,N1,Ha Tinh
HT1213412,,6.4,6.25,,,,3.5,6.0,8.5,,,3.2,N1,Ha Tinh
HT1213497,,6.4,5.5,6.75,5.5,6.25,,,,,,2.6,N1,Ha Tinh
HT1211185,,6.4,6.25,,,,5.75,7.5,8.75,,,2.2,N1,Ha Tinh
HT1216163,,6.4,4.75,5.75,5.25,4.0,,,,,,4.2,N1,Ha Tinh
HT1213530,,6.4,4.75,,,,7.5,7.75,8.25,,,1.8,N1,Ha Tinh
HT1213470,,6.4,4.25,,,,4.25,3.75,8.5,,,2.4,N1,Ha Tinh
HT1216091,,6.4,7.5,,,,6.75,7.75,8.75,,,3.4,N1,Ha Tinh
HT1216182,,6.4,5.75,,,,4.75,6.25,8.0,,,3.8,N1,Ha Tinh
HT1209291,,6.4,3.25,2.25,4.0,4.25,,,,,,3.0,N1,Ha Tinh
HT1213473,,6.4,6.25,,,,3.25,6.5,7.0,,,4.0,N1,Ha Tinh
HT1213132,,6.4,7.25,,,,6.25,7.5,8.0,,,4.4,N1,Ha Tinh
HT1209289,,6.4,6.0,,,,5.75,8.5,8.5,,,4.4,N1,Ha Tinh
HT1211547,,6.4,7.0,,,,6.75,5.75,8.25,,,2.8,N1,Ha Tinh
HT1215662,,6.4,4.75,,,,3.75,6.25,8.5,,,3.0,N1,Ha Tinh
HT1216085,,6.4,6.25,,,,4.0,7.25,8.5,,,3.6,N1,Ha Tinh
HT1209056,,6.4,5.75,,,,4.25,8.0,8.0,,,3.2,N1,Ha Tinh
HT1216179,,6.4,5.5,,,,6.75,5.75,8.5,,,3.6,N1,Ha Tinh
HT1209418,,6.4,7.5,,,,7.25,8.0,6.75,,,3.8,N1,Ha Tinh
HT1215873,,6.4,7.5,,,,6.25,6.25,9.0,,,4.2,N1,Ha Tinh
HT1215952,,6.4,6.0,,,,2.5,5.25,6.0,,,3.4,N1,Ha Tinh
HT1213516,,6.4,7.5,6.0,6.5,5.0,,,,,,4.0,N1,Ha Tinh
HT1215922,,6.4,7.25,5.0,6.0,3.75,,,,,,3.8,N1,Ha Tinh
HT1213300,,6.4,7.0,5.25,3.5,2.75,,,,,,3.4,N1,Ha Tinh
HT1209049,,6.4,7.5,,,,5.0,7.25,8.75,,,5.0,N1,Ha Tinh
HT1213297,,6.4,6.0,4.75,7.25,5.25,,,,,,3.6,N1,Ha Tinh
HT1215703,,6.4,7.75,,,,6.75,6.5,8.5,,,4.6,N1,Ha Tinh
HT1212979,,6.4,6.5,4.75,6.0,3.5,,,,,,4.4,N1,Ha Tinh
HT1211659,,6.4,5.5,,,,3.5,7.25,8.0,,,5.2,N1,Ha Tinh
HT1209261,,6.4,3.5,4.75,5.0,4.75,,,,,,4.0,N1,Ha Tinh
HT1213491,,6.4,6.0,,,,5.25,5.75,7.25,,,3.8,N1,Ha Tinh
HT1215721,,6.4,7.5,,,,3.5,6.5,8.25,,,3.6,N1,Ha Tinh
HT1215933,,6.4,8.0,,,,8.5,8.5,8.75,,,4.4,N1,Ha Tinh
HT1209245,,6.4,6.25,,,,3.5,4.0,6.25,,,6.0,N1,Ha Tinh
HT1213536,,6.4,7.25,5.25,6.0,4.5,,,,,,3.0,N1,Ha Tinh
HT1213323,,6.4,6.0,4.75,5.75,3.0,,,,,,2.6,N1,Ha Tinh
HT1209062,,6.4,5.75,,,,4.0,6.0,8.5,,,3.0,N1,Ha Tinh
HT1215616,,6.4,5.0,4.0,4.0,4.25,,,,,,3.6,N1,Ha Tinh
HT1209076,,6.4,7.5,,,,7.75,8.0,8.75,,,4.2,N1,Ha Tinh
HT1216236,,6.4,6.5,,,,4.75,5.75,5.75,,,4.4,N1,Ha Tinh
HT1213147,,6.4,4.25,,,,4.5,6.75,7.5,,,3.2,N1,Ha Tinh
HT1209229,,6.4,6.5,,,,6.0,7.0,9.5,,,3.6,N1,Ha Tinh
HT1211706,,6.4,5.5,,,,6.25,7.0,7.25,,,3.6,N1,Ha Tinh
HT1213571,,6.4,7.0,,,,7.5,8.75,9.0,,,4.0,N1,Ha Tinh
HT1209391,,6.4,7.0,,,,4.0,5.0,6.5,,,6.2,N1,Ha Tinh
HT1212930,,6.4,6.0,,,,3.25,7.0,8.25,,,4.4,N1,Ha Tinh
HT1215777,,6.4,4.5,,,,4.75,7.25,8.25,,,2.4,N1,Ha Tinh
HT1211307,,6.4,5.5,6.25,6.75,3.5,,,,,,3.2,N1,Ha Tinh
HT1209181,,6.4,5.25,6.75,5.25,2.5,,,,,,4.0,N1,Ha Tinh
HT1209235,,6.4,6.25,,,,5.25,7.0,8.75,,,3.6,N1,Ha Tinh
HT1211694,,6.4,6.75,,,,5.0,6.0,8.0,,,2.8,N1,Ha Tinh
HT1211467,,6.4,6.25,4.75,3.75,4.25,,,,,,3.2,N1,Ha Tinh
HT1209498,,6.4,5.5,6.0,7.25,6.75,,,,,,4.0,N1,Ha Tinh
HT1211464,,6.4,6.25,,,,3.25,6.5,7.25,,,4.0,N1,Ha Tinh
HT1213558,,6.4,6.0,,,,6.0,6.75,8.0,,,5.4,N1,Ha Tinh
HT1209024,,6.4,,7.0,4.25,,,,,,,,,Ha Tinh
HT1211304,,6.4,6.75,,,,5.75,7.25,9.25,,,2.6,N1,Ha Tinh
HT1216195,,6.4,6.5,,,,4.0,5.25,8.0,,,2.6,N1,Ha Tinh
HT1215882,,6.4,6.5,,,,7.5,7.25,9.5,,,3.2,N1,Ha Tinh
HT1213080,,6.4,7.0,,,,4.5,5.5,7.5,,,4.0,N1,Ha Tinh
HT1213556,,6.4,7.5,,,,4.25,5.5,8.5,,,3.4,N1,Ha Tinh
HT1211302,,6.4,7.0,,,,5.0,6.0,8.75,,,2.2,N1,Ha Tinh
HT1209026,,6.4,7.0,7.5,4.5,5.25,,,,,,3.0,N1,Ha Tinh
HT1216191,,6.4,7.25,,,,4.25,6.25,7.5,,,6.8,N1,Ha Tinh
HT1216262,,6.4,5.75,,,,5.0,7.25,9.0,,,3.2,N1,Ha Tinh
HT1214635,,6.4,5.5,,,,4.75,7.0,7.5,,,4.0,N1,Ha Tinh
HT1215569,,6.4,4.75,,,,3.75,6.0,8.25,,,2.0,N1,Ha Tinh
HT1214253,,6.4,5.5,7.0,6.0,3.75,,,,,,3.6,N1,Ha Tinh
HT1214959,,6.4,6.0,,,,,,,,,5.2,N1,Ha Tinh
HT1214270,,6.4,3.5,,,,5.25,7.0,8.0,,,2.8,N1,Ha Tinh
HT1214960,,6.4,6.0,3.75,5.5,5.5,,,,,,4.2,N1,Ha Tinh
HT1214977,,6.4,7.0,,,,3.5,5.75,7.5,,,8.6,N1,Ha Tinh
HT1214980,,6.4,5.5,,,,5.0,6.75,6.75,,,3.8,N1,Ha Tinh
HT1214257,,6.4,7.0,,,,6.25,7.5,8.5,,,2.2,N1,Ha Tinh
HT1212480,,6.4,6.5,,,,7.25,,,,,,,Ha Tinh
HT1212042,,6.4,5.0,5.0,4.25,4.25,,,,,,2.8,N1,Ha Tinh
HT1216668,,6.4,6.5,,,,4.75,6.75,7.5,,,5.2,N1,Ha Tinh
HT1214243,,6.4,5.75,,,,4.25,5.25,8.75,,,2.6,N1,Ha Tinh
HT1214242,,6.4,5.75,,,,6.0,5.75,8.25,,,2.6,N1,Ha Tinh
HT1216660,,6.4,6.75,,,,7.75,8.5,8.25,,,4.2,N1,Ha Tinh
HT1212052,,6.4,8.25,,,,9.5,9.25,8.5,,,2.8,N1,Ha Tinh
HT1210022,,6.4,7.0,,,,5.75,6.75,8.0,,,3.4,N1,Ha Tinh
HT1214953,,6.4,5.5,,,,4.25,5.75,8.0,,,4.6,N1,Ha Tinh
HT1214278,,6.4,4.25,,,,5.5,7.75,8.75,,,3.2,N1,Ha Tinh
HT1214952,,6.4,6.0,,,,2.25,6.75,6.75,,,2.0,N1,Ha Tinh
HT1214930,,6.4,6.0,3.5,4.25,3.5,5.0,4.5,5.5,,,2.4,N1,Ha Tinh
HT1216697,,6.4,5.25,4.75,5.25,4.75,,,,,,3.6,N1,Ha Tinh
HT1210621,,6.4,6.0,,,,3.5,7.25,8.5,,,3.4,N1,Ha Tinh
HT1212462,,6.4,5.75,,,,4.0,6.0,7.5,,,4.0,N1,Ha Tinh
HT1212457,,6.4,6.75,6.75,7.25,5.75,,,,,,5.4,N1,Ha Tinh
HT1214322,,6.4,7.75,,,,6.5,7.0,7.25,,,7.4,N1,Ha Tinh
HT1210616,,6.4,6.0,,,,4.25,6.5,8.5,,,3.0,N1,Ha Tinh
HT1212450,,6.4,8.25,,,,3.25,6.25,8.0,,,5.6,N1,Ha Tinh
HT1214917,,6.4,6.25,,,,5.5,5.75,8.75,,,2.8,N1,Ha Tinh
HT1214356,,6.4,5.75,4.5,4.75,4.75,,,,,,5.8,N1,Ha Tinh
HT1210596,,6.4,6.75,,,,5.0,7.0,8.5,,,3.8,N1,Ha Tinh
HT1212104,,6.4,5.0,5.75,4.5,2.75,,,,,,2.0,N1,Ha Tinh
HT1216717,,6.4,6.0,,,,4.25,5.75,6.5,,,1.6,N1,Ha Tinh
HT1210113,,6.4,6.75,5.5,6.25,3.75,,,,,,4.0,N1,Ha Tinh
HT1214230,,6.4,5.75,7.0,5.0,5.25,,,,,,5.4,N1,Ha Tinh
HT1215027,,6.4,5.75,,,,5.25,5.75,6.75,,,6.2,N1,Ha Tinh
HT1210849,,6.4,6.75,,,,4.0,4.25,7.5,,,3.8,N1,Ha Tinh
HT1211950,,6.4,7.0,,,,8.0,8.25,9.5,,,8.2,N1,Ha Tinh
HT1216556,,6.4,5.75,,,,5.25,7.25,8.75,,,4.2,N1,Ha Tinh
HT1215153,,6.4,5.25,3.25,7.0,2.5,,,,,,2.0,N1,Ha Tinh
HT1214094,,6.4,7.75,,,,4.75,7.25,9.0,,,4.0,N1,Ha Tinh
HT1215190,,6.4,6.5,,,,5.0,6.75,8.5,,,2.6,N1,Ha Tinh
HT1212608,,6.4,6.75,,,,5.0,7.5,6.0,,,3.8,N1,Ha Tinh
HT1210813,,6.4,6.5,5.75,6.0,3.5,,,,,,5.6,N1,Ha Tinh
HT1215194,,6.4,4.5,,,,4.0,6.5,7.75,,,2.4,N1,Ha Tinh
HT1210701,,6.4,6.5,,,,4.75,6.25,8.25,,,2.4,N1,Ha Tinh
HT1215206,,6.4,6.5,,,,4.0,6.5,7.5,,,3.8,N1,Ha Tinh
HT1211947,,6.4,5.75,7.5,3.75,5.0,,,,,,4.8,N1,Ha Tinh
HT1210822,,6.4,6.0,,,,6.25,6.75,8.75,,,4.2,N1,Ha Tinh
HT1216521,,6.4,7.25,,,,7.0,8.25,9.0,,,6.0,N1,Ha Tinh
HT1208744,,6.4,8.0,,,,7.0,8.0,8.25,,,2.6,N1,Ha Tinh
HT1216504,,6.4,6.0,,,,5.0,7.25,8.25,,,2.6,N1,Ha Tinh
HT1212597,,6.4,7.0,,,,5.25,8.5,8.0,,,6.8,N1,Ha Tinh
HT1210784,,6.4,6.25,,,,4.25,5.75,7.75,,,5.4,N1,Ha Tinh
HT1214112,,6.4,6.25,7.5,6.0,5.75,,,,,,4.4,N1,Ha Tinh
HT1215130,,6.4,7.75,,,,4.5,7.0,8.75,,,2.4,N1,Ha Tinh
HT1209924,,6.4,7.75,6.0,5.5,4.75,,,,,,4.2,N1,Ha Tinh
HT1212587,,6.4,6.75,5.75,6.0,5.25,,,,,,3.2,N1,Ha Tinh
HT1216580,,6.4,7.0,4.25,4.0,3.0,,,,,,3.2,N1,Ha Tinh
HT1210758,,6.4,5.0,8.0,5.5,6.0,,,,,,7.4,N1,Ha Tinh
HT1211737,,6.4,5.5,5.75,6.5,5.0,,,,,,5.0,N1,Ha Tinh
HT1212559,,6.4,5.5,,,,4.0,6.5,6.75,,,5.2,N1,Ha Tinh
HT1208678,,6.4,6.25,3.75,4.5,5.5,,,,,,3.2,N1,Ha Tinh
HT1214169,,6.4,5.25,,,,5.5,6.25,8.5,,,4.0,N1,Ha Tinh
HT1208674,,6.4,7.0,,,,6.25,6.0,9.5,,,5.0,N1,Ha Tinh
HT1210720,,6.4,6.0,,,,7.25,8.5,8.0,,,2.6,N1,Ha Tinh
HT1216634,,6.4,7.25,6.75,5.5,6.5,,,,,,2.4,N1,Ha Tinh
HT1208658,,6.4,6.5,,,,3.75,5.5,6.25,,,3.6,N1,Ha Tinh
HT1210710,,6.4,6.25,,,,3.75,6.75,6.0,,,2.6,N1,Ha Tinh
HT1212431,,6.4,5.25,,,,4.25,6.0,8.0,,,3.2,N1,Ha Tinh
HT1210125,,6.4,5.5,2.0,3.25,5.0,,,,,,3.6,N1,Ha Tinh
HT1210128,,6.4,7.25,4.75,5.5,5.0,,,,,,3.8,N1,Ha Tinh
HT1214748,,6.4,6.5,,,,5.5,7.25,7.75,,,3.6,N1,Ha Tinh
HT1214723,,6.4,7.0,,,,5.5,5.75,8.25,,,4.8,N1,Ha Tinh
HT1210281,,6.4,5.75,,,,5.0,5.0,7.5,,,2.4,N1,Ha Tinh
HT1214566,,6.4,6.5,6.5,5.5,5.25,,,,,,5.0,N1,Ha Tinh
