Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1204791,,7.8,8.0,,,,6.75,8.25,7.25,,,8.8,N1,Ha Tinh
HT1204870,,7.8,4.75,6.25,5.0,5.0,,,,,,7.2,N1,Ha Tinh
HT1204929,,7.8,6.5,7.0,6.0,4.5,,,,,,8.0,N1,Ha Tinh
HT1204946,,7.8,,7.75,7.75,,,,,,,,,Ha Tinh
HT1202259,,7.8,8.0,,,,4.25,5.75,9.25,,,7.8,N1,Ha Tinh
HT1204978,,7.8,6.5,6.75,6.75,6.5,,,,,,4.6,N1,Ha Tinh
HT1202260,,7.8,5.0,7.5,7.0,4.25,,,,,,3.6,N1,Ha Tinh
HT1204985,,7.8,5.25,,,,7.75,6.5,8.25,,,4.4,N1,Ha Tinh
HT1205011,,7.8,6.75,5.75,4.75,4.0,,,,,,6.8,N1,Ha Tinh
HT1203776,,7.8,8.0,,,,4.0,6.5,8.5,,,5.8,N1,Ha Tinh
HT1205043,,7.8,,4.0,6.75,8.25,,,,,,,,Ha Tinh
HT1205080,,7.8,6.5,7.0,5.5,4.5,,,,,,4.2,N1,Ha Tinh
HT1205088,,7.8,7.5,,,,5.0,6.25,7.75,,,5.0,N1,Ha Tinh
HT1205091,,7.8,7.5,6.5,4.75,3.75,,,,,,5.0,N1,Ha Tinh
HT1202018,,7.8,,7.0,6.0,2.5,,,,,,,,Ha Tinh
HT1203951,,7.8,4.25,5.0,5.25,3.0,,,,,,3.2,N1,Ha Tinh
HT1204561,,7.8,5.5,,,,3.5,5.75,7.25,,,3.8,N1,Ha Tinh
HT1204080,,7.8,6.0,6.75,4.75,3.0,,,,,,4.0,N1,Ha Tinh
HT1202156,,7.8,7.75,,,,5.0,6.25,8.5,,,5.2,N1,Ha Tinh
HT1204143,,7.8,8.0,3.5,3.25,4.0,2.5,5.25,7.0,,,8.8,N1,Ha Tinh
HT1204145,,7.8,6.0,,,,3.75,6.0,6.25,,,8.6,N1,Ha Tinh
HT1202167,,7.8,5.0,6.0,7.0,4.5,,,,,,3.4,N1,Ha Tinh
HT1204165,,7.8,5.0,6.0,8.25,4.25,,,,,,2.6,N1,Ha Tinh
HT1204167,,7.8,5.75,7.25,7.25,4.5,,,,,,5.4,N1,Ha Tinh
HT1204201,,7.8,,6.25,5.75,2.25,,,,,,,,Ha Tinh
HT1204226,,7.8,6.75,,,,5.75,6.75,8.5,,,5.2,N1,Ha Tinh
HT1204239,,7.8,4.0,8.25,6.5,4.5,,,,,,6.0,N1,Ha Tinh
HT1202183,,7.8,5.5,7.0,5.75,4.25,,,,,,4.8,N1,Ha Tinh
HT1203962,,7.8,,,6.25,7.5,,,,,,,,Ha Tinh
HT1202092,,7.8,6.5,7.0,3.0,4.25,4.25,6.75,7.0,,,8.8,N1,Ha Tinh
HT1202083,,7.8,6.0,7.5,3.75,3.5,,,,,,6.4,N1,Ha Tinh
HT1202190,,7.8,4.5,6.5,6.25,2.25,,,,,,2.2,N1,Ha Tinh
HT1202197,,7.8,7.0,5.5,6.5,5.5,,,,,,5.2,N1,Ha Tinh
HT1204009,,7.8,6.25,6.25,4.0,3.5,,,,,,2.4,N1,Ha Tinh
HT1204005,,7.8,5.5,7.0,7.25,3.75,,,,,,4.2,N1,Ha Tinh
HT1202045,,7.8,5.25,8.25,7.25,4.5,,,,,,4.6,N1,Ha Tinh
HT1203977,,7.8,4.25,6.0,8.5,4.5,,,,,,3.2,N1,Ha Tinh
HT1202031,,7.8,5.5,7.0,5.0,2.75,,,,,,5.0,N1,Ha Tinh
HT1205143,,7.8,7.0,5.75,7.0,8.0,,,,,,4.0,N1,Ha Tinh
HT1205168,,7.8,7.75,7.25,6.25,5.25,,,,,,6.2,N1,Ha Tinh
HT1201553,,7.8,6.5,9.0,4.25,4.0,,,,,,9.0,N1,Ha Tinh
HT1201850,,7.8,7.0,,,,4.0,7.0,7.5,,,6.0,N1,Ha Tinh
HT1203559,,7.8,4.75,6.0,3.5,4.25,,,,,,8.2,N1,Ha Tinh
HT1200531,,7.8,6.5,7.0,5.5,4.5,,,,,,5.6,N1,Ha Tinh
HT1203521,,7.8,6.25,7.5,7.75,5.25,,,,,,4.4,N1,Ha Tinh
HT1201676,,7.8,6.5,,,,4.5,6.75,8.25,,,4.2,N1,Ha Tinh
HT1205930,,7.8,6.0,,,,4.75,7.5,9.25,,,4.0,N1,Ha Tinh
HT1203488,,7.8,7.75,,,,5.5,7.5,9.5,,,5.2,N1,Ha Tinh
HT1201634,,7.8,5.5,6.25,3.75,3.0,,,,,,4.0,N1,Ha Tinh
HT1205964,,7.8,6.0,7.0,7.0,5.75,,,,,,6.0,N1,Ha Tinh
HT1203471,,7.8,7.0,8.0,6.0,5.25,,,,,,5.0,N1,Ha Tinh
HT1205977,,7.8,6.0,4.25,5.75,4.5,,,,,,4.4,N1,Ha Tinh
HT1202371,,7.8,7.75,,,,7.25,9.0,9.25,,,9.4,N1,Ha Tinh
HT1206068,,7.8,3.75,5.5,3.25,3.5,4.25,7.0,4.5,,,6.2,N1,Ha Tinh
HT1203422,,7.8,6.75,7.25,5.25,4.5,,,,,,6.6,N1,Ha Tinh
HT1206095,,7.8,7.5,,,,5.75,7.25,6.75,,,4.4,N1,Ha Tinh
HT1200269,,7.8,4.5,7.5,6.25,4.5,,,,,,4.0,N1,Ha Tinh
HT1202386,,7.8,7.0,,,,5.5,6.25,6.75,,,4.6,N1,Ha Tinh
HT1201571,,7.8,5.0,7.75,7.0,4.0,,,,,,3.2,N1,Ha Tinh
HT1203389,,7.8,6.0,6.0,4.75,4.25,,,,,,3.6,N1,Ha Tinh
HT1201562,,7.8,5.25,6.0,6.25,2.75,,,,,,4.2,N1,Ha Tinh
HT1206201,,7.8,8.5,,,,5.5,8.25,9.25,,,5.2,N1,Ha Tinh
HT1202565,,7.8,6.0,5.5,3.5,3.0,,,,,,2.8,N1,Ha Tinh
HT1205733,,7.8,7.0,4.25,7.0,7.75,,,,,,3.6,N1,Ha Tinh
HT1203561,,7.8,4.25,5.75,3.5,2.75,,,,,,2.6,N1,Ha Tinh
HT1205694,,7.8,,7.25,5.25,,,,,,,,,Ha Tinh
HT1202309,,7.8,6.25,5.5,6.0,4.0,,,,,,4.2,N1,Ha Tinh
HT1205228,,7.8,6.0,5.5,3.5,4.0,,,,,,2.8,N1,Ha Tinh
HT1201821,,7.8,5.75,,,,8.0,8.25,9.5,,,4.4,N1,Ha Tinh
HT1205331,,7.8,7.0,,,,4.0,5.25,6.5,,,9.2,N1,Ha Tinh
HT1203698,,7.8,6.0,7.0,4.5,3.75,,,,,,6.2,N1,Ha Tinh
HT1205355,,7.8,5.0,7.25,7.0,4.75,,,,,,2.4,N1,Ha Tinh
HT1201804,,7.8,6.75,7.25,5.75,3.75,,,,,,2.6,N1,Ha Tinh
HT1201799,,7.8,5.25,7.25,8.0,3.5,,,,,,4.0,N1,Ha Tinh
HT1205390,,7.8,6.5,6.75,6.25,3.25,,,,,,2.6,N1,Ha Tinh
HT1202306,,7.8,6.0,6.75,6.75,3.75,,,,,,5.0,N1,Ha Tinh
HT1205411,,7.8,7.0,,,,4.5,7.25,7.25,,,7.6,N1,Ha Tinh
HT1203577,,7.8,5.0,4.75,6.0,4.75,,,,,,4.0,N1,Ha Tinh
HT1205416,,7.8,7.0,5.5,7.5,8.25,,,,,,3.8,N1,Ha Tinh
HT1205488,,7.8,8.5,,,,3.0,7.25,6.0,,,9.2,N1,Ha Tinh
HT1205506,,7.8,6.0,3.25,7.75,8.0,,,,,,2.8,N1,Ha Tinh
HT1205536,,7.8,5.5,6.5,6.5,5.0,,,,,,5.4,N1,Ha Tinh
HT1201758,,7.8,7.0,7.0,6.75,4.25,,,,,,5.2,N1,Ha Tinh
HT1201756,,7.8,7.25,,,,5.25,6.25,8.75,,,3.2,N1,Ha Tinh
HT1205553,,7.8,6.5,6.75,5.25,4.75,,,,,,3.4,N1,Ha Tinh
HT1205572,,7.8,7.5,4.75,5.5,5.25,,,,,,8.0,N1,Ha Tinh
HT1201747,,7.8,4.75,6.25,7.0,4.5,,,,,,2.6,N1,Ha Tinh
HT1202836,,7.8,5.25,4.5,4.0,6.0,,,,,,2.0,N1,Ha Tinh
HT1202421,,7.8,5.25,6.25,8.0,3.5,,,,,,3.2,N1,Ha Tinh
HT1208357,,7.8,,3.5,6.75,8.75,,,,,,,,Ha Tinh
HT1208168,,7.8,7.75,7.25,5.5,4.0,,,,,,7.4,N1,Ha Tinh
HT1200861,,7.8,5.0,,,,,,,,,8.6,N1,Ha Tinh
HT1200885,,7.8,7.25,7.0,6.5,4.5,,,,,,7.4,N1,Ha Tinh
HT1208382,,7.8,6.0,6.5,6.5,3.75,,,,,,4.6,N1,Ha Tinh
HT1208376,,7.8,6.25,,,,5.25,7.75,8.75,,,4.6,N1,Ha Tinh
HT1208289,,7.8,6.0,7.0,6.75,4.0,,,,,,3.0,N1,Ha Tinh
HT1208316,,7.8,5.5,7.25,6.0,4.0,,,,,,2.6,N1,Ha Tinh
HT1207894,,7.8,5.25,7.0,6.0,3.75,,,,,,2.4,N1,Ha Tinh
HT1200019,,7.8,6.75,6.75,7.75,5.75,,,,,,4.0,N1,Ha Tinh
HT1200938,,7.8,5.75,7.5,7.25,3.25,,,,,,2.8,N1,Ha Tinh
HT1202794,,7.8,8.0,,,,4.5,6.25,7.75,,,5.4,N1,Ha Tinh
HT1208284,,7.8,7.0,,,,9.25,7.0,,,,,,Ha Tinh
HT1200018,,7.8,6.5,5.25,5.25,5.75,,,,,,6.0,N1,Ha Tinh
HT1200830,,7.8,5.0,5.75,4.5,4.25,,,,,,4.2,N1,Ha Tinh
HT1208354,,7.8,5.25,7.0,6.5,4.5,,,,,,2.0,N1,Ha Tinh
HT1200783,,7.8,6.5,5.5,6.5,8.75,,,,,,5.2,N1,Ha Tinh
HT1200050,,7.8,8.25,,,,5.0,5.75,7.5,,,7.2,N1,Ha Tinh
HT1207983,,7.8,5.5,7.0,7.25,3.5,,,,,,4.2,N1,Ha Tinh
HT1202707,,7.8,5.5,,,,3.75,5.25,8.5,,,4.6,N1,Ha Tinh
HT1207927,,7.8,5.5,6.75,6.5,4.75,,,,,,4.2,N1,Ha Tinh
HT1200848,,7.8,6.5,,,,5.75,5.75,8.5,,,4.8,N1,Ha Tinh
HT1208438,,7.8,6.0,6.25,8.5,6.25,,,,,,3.8,N1,Ha Tinh
HT1200067,,7.8,5.0,7.25,6.25,4.0,,,,,,3.8,N1,Ha Tinh
HT1200627,,7.8,6.0,7.75,6.25,4.5,,,,,,4.2,N1,Ha Tinh
HT1208017,,7.8,7.5,,,,8.5,8.75,9.25,,,6.8,N1,Ha Tinh
HT1208037,,7.8,4.5,4.0,7.0,5.25,,,,,,3.6,N1,Ha Tinh
HT1208131,,7.8,6.5,6.0,7.0,3.5,,,,,,4.0,N1,Ha Tinh
HT1200927,,7.8,6.5,7.0,6.75,3.75,,,,,,5.6,N1,Ha Tinh
HT1202799,,7.8,6.0,6.0,5.75,3.5,,,,,,3.4,N1,Ha Tinh
HT1207998,,7.8,6.25,6.75,6.75,4.5,,,,,,3.4,N1,Ha Tinh
HT1208029,,7.8,5.0,8.25,7.0,3.25,,,,,,2.6,N1,Ha Tinh
HT1208394,,7.8,6.25,6.25,6.75,3.5,,,,,,3.6,N1,Ha Tinh
HT1206393,,7.6,6.0,6.75,5.75,3.25,,,,,,4.2,N1,Ha Tinh
HT1206378,,7.6,,6.0,6.0,,,,,,,,,Ha Tinh
HT1202409,,7.6,6.25,5.25,5.25,4.25,,,,,,4.4,N1,Ha Tinh
HT1206337,,7.6,5.25,7.25,5.25,6.25,,,,,,3.4,N1,Ha Tinh
HT1200612,,7.6,7.75,,,,8.0,,,,,,,Ha Tinh
HT1203326,,7.6,,,7.0,7.5,,,,,,,,Ha Tinh
HT1203337,,7.6,5.5,4.5,6.5,6.0,,,,,,3.0,N1,Ha Tinh
HT1206309,,7.6,8.0,5.75,2.25,4.5,5.0,6.5,8.5,,,7.8,N1,Ha Tinh
HT1206308,,7.6,6.75,6.0,6.75,4.5,,,,,,5.0,N1,Ha Tinh
HT1206413,,7.6,4.75,8.25,7.5,4.0,,,,,,1.8,N1,Ha Tinh
HT1206142,,7.6,5.0,7.0,8.0,3.5,,,,,,2.8,N1,Ha Tinh
HT1203351,,7.6,7.75,,,,4.75,6.25,8.5,,,8.8,N1,Ha Tinh
HT1206230,,7.6,6.25,8.25,6.25,5.75,,,,,,4.6,N1,Ha Tinh
HT1205836,,7.6,6.5,6.75,5.0,4.5,,,,,,5.2,N1,Ha Tinh
HT1205846,,7.6,6.75,,,,4.0,6.0,8.75,,,5.8,N1,Ha Tinh
HT1205855,,7.6,6.0,7.0,6.0,4.0,,,,,,3.0,N1,Ha Tinh
HT1201656,,7.6,6.75,2.75,7.25,6.0,,,,,,3.6,N1,Ha Tinh
HT1205878,,7.6,5.5,5.75,5.5,5.0,,,,,,3.8,N1,Ha Tinh
HT1203504,,7.6,5.5,4.5,6.75,7.75,,,,,,7.0,N1,Ha Tinh
HT1202706,,7.6,6.5,4.25,5.75,5.5,,,,,,2.8,N1,Ha Tinh
HT1205933,,7.6,5.5,6.0,5.25,4.5,,,,,,3.0,N1,Ha Tinh
HT1205940,,7.6,6.75,7.25,7.75,4.0,,,,,,3.6,N1,Ha Tinh
HT1200791,,7.6,5.5,6.75,5.5,5.0,,,,,,3.8,N1,Ha Tinh
HT1206004,,7.6,5.5,3.5,3.5,4.75,,,,,,3.0,N1,Ha Tinh
HT1206013,,7.6,5.75,,,,5.0,5.0,7.0,,,3.4,N1,Ha Tinh
HT1206019,,7.6,4.25,8.0,5.75,3.5,,,,,,4.0,N1,Ha Tinh
HT1200723,,7.6,6.5,,,,4.75,7.25,7.75,,,2.8,N1,Ha Tinh
HT1203447,,7.6,7.0,,,,8.75,,,,,,,Ha Tinh
HT1203439,,7.6,6.25,,,,4.5,6.75,9.5,,,2.8,N1,Ha Tinh
HT1203433,,7.6,9.0,,,,4.75,6.75,8.25,,,7.6,N1,Ha Tinh
HT1206121,,7.6,5.25,7.0,6.5,5.75,,,,,,4.0,N1,Ha Tinh
HT1203292,,7.6,4.25,4.0,4.75,3.25,,,,,,4.2,N1,Ha Tinh
HT1207866,,7.6,7.0,,,,7.25,,,,,,,Ha Tinh
HT1200891,,7.6,8.0,,,,5.25,7.75,7.75,,,5.2,N1,Ha Tinh
HT1202716,,7.6,6.25,5.5,5.0,3.75,,,,,,2.0,N1,Ha Tinh
HT1200896,,7.6,8.75,,,,6.5,8.25,8.75,,,5.0,N1,Ha Tinh
HT1201481,,7.6,7.75,,,,5.25,5.75,9.0,,,4.8,N1,Ha Tinh
HT1206607,,7.6,5.75,,,,7.5,7.5,7.5,,,3.2,N1,Ha Tinh
HT1201471,,7.6,,,6.25,7.0,,,,,,,,Ha Tinh
HT1206838,,7.6,7.25,6.75,6.5,2.5,,,,,,4.0,N1,Ha Tinh
HT1206934,,7.6,7.0,7.5,7.25,5.5,,,,,,3.8,N1,Ha Tinh
HT1206940,,7.6,7.25,,,,4.5,7.0,9.0,,,3.2,N1,Ha Tinh
HT1206957,,7.6,,7.25,7.5,,,,,,,,,Ha Tinh
HT1200640,,7.6,6.5,6.75,3.75,3.0,,,,,,5.8,N1,Ha Tinh
HT1201291,,7.6,6.25,4.75,6.5,6.5,,,,,,3.2,N1,Ha Tinh
HT1203113,,7.6,5.5,6.25,6.5,3.75,,,,,,2.4,N1,Ha Tinh
HT1200941,,7.6,6.0,6.75,6.0,2.75,,,,,,3.8,N1,Ha Tinh
HT1200567,,7.6,7.0,7.75,5.25,4.75,,,,,,6.6,N1,Ha Tinh
HT1201282,,7.6,,6.75,6.75,,,,,,,,,Ha Tinh
HT1202477,,7.6,6.25,,,,5.5,7.25,6.75,,,3.2,N1,Ha Tinh
HT1201260,,7.6,6.75,2.75,7.25,6.75,,,,,,4.2,N1,Ha Tinh
HT1201248,,7.6,6.5,7.25,3.5,3.75,,,,,,8.0,N1,Ha Tinh
HT1201245,,7.6,7.5,7.25,7.0,4.5,,,,,,4.2,N1,Ha Tinh
HT1207106,,7.6,4.0,5.5,5.75,6.0,,,,,,3.6,N1,Ha Tinh
HT1207126,,7.6,6.75,7.0,3.75,3.0,,,,,,8.4,N1,Ha Tinh
HT1201234,,7.6,8.0,,,,6.5,7.75,8.5,,,7.8,N1,Ha Tinh
HT1203074,,7.6,6.75,3.0,7.25,4.75,,,,,,6.8,N1,Ha Tinh
HT1200061,,7.6,5.5,6.25,5.75,3.5,,,,,,2.4,N1,Ha Tinh
HT1207158,,7.6,5.25,4.25,4.5,5.25,,,,,,3.8,N1,Ha Tinh
HT1203132,,7.6,7.25,5.75,2.75,3.25,,,,,,4.6,N1,Ha Tinh
HT1200201,,7.6,5.5,8.75,7.75,5.0,,,,,,3.4,N1,Ha Tinh
HT1206481,,7.6,7.25,,,,2.25,6.5,7.75,,,6.2,N1,Ha Tinh
HT1206782,,7.6,6.0,7.75,7.75,2.5,,,,,,3.4,N1,Ha Tinh
HT1206490,,7.6,,8.0,7.5,,,,,,,,,Ha Tinh
HT1201441,,7.6,7.0,,,,7.5,8.25,7.25,,,2.8,N1,Ha Tinh
HT1200553,,7.6,6.5,6.0,6.0,4.0,,,,,,2.6,N1,Ha Tinh
HT1206581,,7.6,8.25,,,,9.5,9.0,9.5,,,5.0,N1,Ha Tinh
HT1206602,,7.6,5.5,6.0,5.0,5.25,,,,,,3.6,N1,Ha Tinh
HT1205832,,7.6,4.0,4.25,4.75,3.75,4.75,7.5,5.5,,,2.2,N1,Ha Tinh
HT1206611,,7.6,5.75,5.5,6.75,3.75,,,,,,2.8,N1,Ha Tinh
HT1203226,,7.6,7.25,6.0,4.0,4.5,,,,,,6.4,N1,Ha Tinh
HT1206628,,7.6,7.0,5.75,6.5,4.5,,,,,,5.4,N1,Ha Tinh
HT1206650,,7.6,7.5,5.0,7.25,4.0,,,,,,4.2,N1,Ha Tinh
HT1201398,,7.6,6.0,,,,7.25,7.75,9.5,,,3.2,N1,Ha Tinh
HT1201396,,7.6,7.0,4.5,6.75,5.0,,,,,,3.2,N1,Ha Tinh
HT1208091,,7.6,5.25,7.75,4.25,4.25,,,,,,9.4,N1,Ha Tinh
HT1202786,,7.6,7.5,8.0,7.25,4.25,,,,,,6.0,N1,Ha Tinh
HT1206717,,7.6,7.5,6.0,5.75,3.25,,,,,,6.2,N1,Ha Tinh
HT1200933,,7.6,6.5,7.75,6.5,4.75,,,,,,4.4,N1,Ha Tinh
HT1203169,,7.6,5.5,5.5,5.0,5.75,,,,,,3.4,N1,Ha Tinh
HT1208061,,7.6,3.83,4.75,6.5,6.5,,,,,,4.4,N1,Ha Tinh
HT1203162,,7.6,5.5,7.25,6.75,4.75,,,,,,4.2,N1,Ha Tinh
HT1205834,,7.6,7.0,5.75,4.75,5.0,,,,,,5.0,N1,Ha Tinh
HT1201695,,7.6,7.0,3.25,4.5,3.75,,,,,,3.0,N1,Ha Tinh
HT1205819,,7.6,,6.0,6.5,,,,,,,,,Ha Tinh
HT1200846,,7.6,6.75,,,,6.5,7.75,8.25,,,9.6,N1,Ha Tinh
HT1204691,,7.6,6.25,7.5,7.0,4.25,,,,,,2.8,N1,Ha Tinh
HT1204694,,7.6,5.0,7.5,7.5,4.75,,,,,,2.8,N1,Ha Tinh
HT1204699,,7.6,8.0,,,,4.5,7.75,8.5,,,8.8,N1,Ha Tinh
HT1200410,,7.6,7.0,,,,7.25,7.25,8.5,,,7.0,N1,Ha Tinh
HT1204723,,7.6,5.5,3.75,7.75,7.25,,,,,,6.6,N1,Ha Tinh
HT1204741,,7.6,7.75,5.75,4.75,4.75,,,,,,6.4,N1,Ha Tinh
HT1204776,,7.6,5.5,7.0,6.25,5.0,,,,,,3.6,N1,Ha Tinh
HT1203879,,7.6,6.25,7.25,5.0,5.0,,,,,,6.2,N1,Ha Tinh
HT1204858,,7.6,5.25,6.5,6.0,4.5,,,,,,4.2,N1,Ha Tinh
HT1202249,,7.6,6.0,,,,4.0,7.25,8.5,,,7.2,N1,Ha Tinh
HT1202667,,7.6,6.25,7.0,4.75,3.5,,,,,,7.8,N1,Ha Tinh
HT1204898,,7.6,7.25,5.5,6.0,3.25,,,,,,3.4,N1,Ha Tinh
HT1208327,,7.6,6.0,7.0,7.5,3.75,,,,,,3.6,N1,Ha Tinh
HT1203813,,7.6,6.25,3.75,6.0,5.0,,,,,,7.4,N1,Ha Tinh
HT1203806,,7.6,6.0,,,,6.25,7.25,8.25,,,3.4,N1,Ha Tinh
HT1204958,,7.6,5.25,4.5,5.0,5.75,,,,,,3.2,N1,Ha Tinh
HT1204988,,7.6,6.75,7.0,3.25,4.0,,,,,,8.6,N1,Ha Tinh
HT1205000,,7.6,7.25,,,,4.5,7.0,8.5,,,8.6,N1,Ha Tinh
HT1203786,,7.6,5.0,,,,6.5,7.5,8.75,,,3.6,N1,Ha Tinh
HT1202669,,7.6,7.75,,,,6.25,7.0,9.0,,,6.0,N1,Ha Tinh
HT1205083,,7.6,6.75,7.25,7.0,4.25,,,,,,4.2,N1,Ha Tinh
HT1201993,,7.6,4.75,,,,6.75,7.5,8.75,,,4.4,N1,Ha Tinh
HT1204683,,7.6,6.25,6.75,5.5,5.25,,,,,,4.8,N1,Ha Tinh
HT1204676,,7.6,6.5,7.0,3.75,3.0,,,,,,6.6,N1,Ha Tinh
HT1204049,,7.6,5.25,6.75,8.5,4.25,,,,,,3.0,N1,Ha Tinh
HT1204132,,7.6,6.5,8.0,4.5,5.25,,,,,,8.0,N1,Ha Tinh
HT1202164,,7.6,5.5,4.25,6.25,8.25,,,,,,6.2,N1,Ha Tinh
HT1202650,,7.6,7.0,,,,4.5,6.5,7.5,,,7.8,N1,Ha Tinh
HT1204216,,7.6,5.25,7.25,7.0,2.75,,,,,,3.6,N1,Ha Tinh
HT1200462,,7.6,7.0,2.25,3.5,2.75,4.0,6.5,8.25,,,3.0,N1,Ha Tinh
HT1204252,,7.6,6.0,6.0,7.25,4.5,,,,,,6.4,N1,Ha Tinh
HT1200808,,7.6,5.0,7.5,6.5,1.75,,,,,,5.4,N1,Ha Tinh
HT1204091,,7.6,7.0,7.25,7.25,4.25,,,,,,3.6,N1,Ha Tinh
HT1204058,,7.6,6.5,6.0,6.0,8.0,,,,,,5.4,N1,Ha Tinh
HT1204041,,7.6,5.75,4.75,6.25,5.0,,,,,,2.4,N1,Ha Tinh
HT1208373,,7.6,6.25,8.25,7.0,3.75,,,,,,5.4,N1,Ha Tinh
HT1204403,,7.6,7.0,6.0,5.75,5.0,,,,,,2.8,N1,Ha Tinh
HT1202193,,7.6,5.75,3.75,3.25,4.25,,,,,,2.2,N1,Ha Tinh
HT1204441,,7.6,5.75,6.75,5.75,2.0,,,,,,2.8,N1,Ha Tinh
HT1204442,,7.6,7.5,6.25,7.0,4.5,,,,,,5.2,N1,Ha Tinh
HT1200795,,7.6,5.25,7.5,5.75,3.0,,,,,,4.6,N1,Ha Tinh
HT1200437,,7.6,6.25,6.75,7.0,3.25,,,,,,2.4,N1,Ha Tinh
HT1203970,,7.6,8.0,,,,3.25,6.0,4.75,,,8.0,N1,Ha Tinh
HT1204508,,7.6,7.0,5.75,4.25,5.0,,,,,,7.2,N1,Ha Tinh
HT1202035,,7.6,5.0,4.5,7.0,7.75,,,,,,5.0,N1,Ha Tinh
HT1208312,,7.6,5.75,4.75,6.25,4.0,,,,,,5.6,N1,Ha Tinh
HT1205096,,7.6,5.75,4.25,4.0,6.0,,,,,,3.4,N1,Ha Tinh
HT1205817,,7.6,6.75,7.75,7.0,7.25,,,,,,5.4,N1,Ha Tinh
HT1200510,,7.6,6.75,7.75,6.75,5.0,,,,,,3.4,N1,Ha Tinh
HT1200866,,7.6,4.25,6.25,3.5,2.75,,,,,,7.8,N1,Ha Tinh
HT1203610,,7.6,4.75,7.75,8.0,4.25,,,,,,8.8,N1,Ha Tinh
HT1205591,,7.6,6.5,7.25,6.0,4.0,,,,,,1.4,N1,Ha Tinh
HT1201739,,7.6,4.58,7.5,6.5,3.5,,,,,,2.6,N1,Ha Tinh
HT1205609,,7.6,6.75,6.75,8.0,4.25,,,,,,2.8,N1,Ha Tinh
HT1205614,,7.6,6.75,6.75,6.5,4.25,,,,,,2.4,N1,Ha Tinh
HT1205644,,7.6,8.0,,,,6.25,8.5,7.5,,,4.4,N1,Ha Tinh
HT1203574,,7.6,5.5,6.25,6.25,5.75,,,,,,5.0,N1,Ha Tinh
HT1202338,,7.6,6.5,5.75,5.25,3.25,,,,,,3.0,N1,Ha Tinh
HT1205690,,7.6,6.5,,,,3.5,6.5,8.5,,,5.4,N1,Ha Tinh
HT1205693,,7.6,6.5,6.5,2.75,2.5,,,,,,3.4,N1,Ha Tinh
HT1202692,,7.6,6.5,6.5,7.5,2.5,,,,,,5.8,N1,Ha Tinh
HT1201698,,7.6,8.0,,,,6.0,7.0,8.5,,,8.2,N1,Ha Tinh
HT1205742,,7.6,5.5,3.75,6.5,6.25,,,,,,3.0,N1,Ha Tinh
HT1203558,,7.6,8.0,,,,4.75,6.0,8.25,,,4.0,N1,Ha Tinh
HT1200578,,7.6,7.25,,,,2.75,7.0,8.25,,,5.0,N1,Ha Tinh
HT1203547,,7.6,7.0,,,,4.5,6.75,8.5,,,7.4,N1,Ha Tinh
HT1202695,,7.6,,,7.0,7.25,,,,,,,,Ha Tinh
HT1201683,,7.6,4.75,5.75,5.5,4.5,,,,,,4.6,N1,Ha Tinh
HT1208208,,7.6,6.5,,,,4.75,7.0,8.75,,,4.4,N1,Ha Tinh
HT1201674,,7.6,7.5,6.0,5.0,3.5,,,,,,6.0,N1,Ha Tinh
HT1200034,,7.6,5.5,2.0,6.5,7.0,,,,,,2.4,N1,Ha Tinh
HT1203625,,7.6,7.75,8.0,7.0,5.5,,,,,,5.4,N1,Ha Tinh
HT1205431,,7.6,7.0,7.0,3.25,3.75,,,,,,6.4,N1,Ha Tinh
HT1205194,,7.6,5.41,4.5,7.75,7.25,,,,,,3.0,N1,Ha Tinh
HT1201876,,7.6,6.0,5.5,5.0,4.25,,,,,,4.4,N1,Ha Tinh
HT1205113,,7.6,4.5,6.5,3.0,3.5,,,,,,5.2,N1,Ha Tinh
HT1205130,,7.6,6.0,,,,5.5,6.0,8.75,,,5.8,N1,Ha Tinh
HT1205140,,7.6,7.75,,,,4.75,5.75,7.5,,,5.6,N1,Ha Tinh
HT1203742,,7.6,5.75,6.75,6.0,4.25,,,,,,2.4,N1,Ha Tinh
HT1205188,,7.6,5.5,8.25,6.0,4.75,,,,,,4.2,N1,Ha Tinh
HT1201851,,7.6,5.25,5.5,7.0,6.25,,,,,,5.0,N1,Ha Tinh
HT1202624,,7.6,7.75,,,,4.75,6.25,6.75,,,5.2,N1,Ha Tinh
HT1203738,,7.6,6.0,6.0,6.5,4.0,,,,,,3.6,N1,Ha Tinh
HT1205218,,7.6,7.0,7.5,6.0,6.25,,,,,,4.6,N1,Ha Tinh
HT1200616,,7.6,,7.25,4.75,2.5,,,,,,,,Ha Tinh
HT1205219,,7.6,,,7.75,6.25,,,,,,,,Ha Tinh
HT1205238,,7.6,5.5,6.75,7.25,3.0,,,,,,4.0,N1,Ha Tinh
HT1205278,,7.6,6.0,7.0,6.5,4.25,,,,,,3.2,N1,Ha Tinh
HT1205361,,7.6,8.0,,,,5.5,7.75,8.75,,,5.6,N1,Ha Tinh
HT1205364,,7.6,7.0,,,,4.25,6.25,8.25,,,6.6,N1,Ha Tinh
HT1205372,,7.6,4.5,7.5,6.0,4.5,,,,,,2.4,N1,Ha Tinh
