Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1200653,,5.8,7.25,,,,5.0,5.75,7.5,,,4.2,N1,Ha Tinh
HT1202334,,5.8,4.5,,,,2.75,8.25,8.75,,,1.6,N1,Ha Tinh
HT1203529,,5.8,6.75,,,,5.25,6.5,7.75,,,3.4,N1,Ha Tinh
HT1208444,,5.8,6.0,,,,4.0,7.0,8.25,,,1.6,N1,Ha Tinh
HT1203530,,5.8,6.25,,,,4.0,6.25,,,,,,Ha Tinh
HT1204833,,5.8,4.0,,,,3.0,5.5,,,,,,Ha Tinh
HT1207813,,5.8,8.0,,,,4.0,6.75,7.25,,,5.2,N1,Ha Tinh
HT1201564,,5.8,5.5,,,,5.5,8.25,8.5,,,3.8,N1,Ha Tinh
HT1204835,,5.8,6.25,,,,4.75,4.5,7.5,,,2.6,N1,Ha Tinh
HT1206866,,5.8,5.0,,,,4.25,5.5,7.25,,,4.6,N1,Ha Tinh
HT1205737,,5.8,5.75,,,,5.0,6.25,8.5,,,3.6,N1,Ha Tinh
HT1201948,,5.8,4.5,,,,1.75,6.5,7.25,,,3.6,N1,Ha Tinh
HT1207850,,5.8,7.0,,,,5.5,6.5,9.0,,,4.2,N1,Ha Tinh
HT1200310,,5.8,7.75,,,,5.25,6.25,8.5,,,5.6,N1,Ha Tinh
HT1203444,,5.8,5.25,,,,4.5,5.5,6.0,,,2.8,N1,Ha Tinh
HT1207879,,5.8,5.5,,,,3.75,6.5,6.0,,,2.2,N1,Ha Tinh
HT1208427,,5.8,7.25,,,,4.25,6.0,7.5,,,2.8,N1,Ha Tinh
HT1205762,,5.8,7.75,,,,4.0,6.25,7.75,,,3.8,N1,Ha Tinh
HT1205681,,5.8,5.25,,,,4.25,6.75,,,,,,Ha Tinh
HT1206243,,5.8,6.5,,,,6.0,7.0,9.25,,,3.6,N1,Ha Tinh
HT1204786,,5.8,6.75,6.5,5.25,5.5,,,,,,2.0,N1,Ha Tinh
HT1207731,,5.8,4.5,,,,4.0,6.75,9.0,,,2.6,N1,Ha Tinh
HT1201039,,5.8,5.75,,,,2.25,5.25,6.25,,,2.8,N1,Ha Tinh
HT1200186,,5.8,5.5,,,,5.0,6.25,8.25,,,3.6,N1,Ha Tinh
HT1202377,,5.8,4.75,,,,4.75,7.0,9.0,,,2.2,N1,Ha Tinh
HT1203676,,5.8,6.25,4.25,5.75,3.0,,,,,,4.6,N1,Ha Tinh
HT1201034,,5.8,5.75,,,,4.0,6.75,8.25,,,3.2,N1,Ha Tinh
HT1206005,,5.8,6.5,,,,6.75,8.0,8.75,,,4.6,N1,Ha Tinh
HT1203629,,5.8,5.75,,,,5.0,7.5,9.25,,,2.6,N1,Ha Tinh
HT1200379,,5.8,6.25,,,,4.0,6.0,8.75,,,3.2,N1,Ha Tinh
HT1203657,,5.8,6.0,,,,4.5,7.0,7.75,,,2.4,N1,Ha Tinh
HT1204798,,5.8,7.25,,,,4.5,6.75,8.5,,,3.2,N1,Ha Tinh
HT1206893,,5.8,6.5,,,,3.25,5.5,,,,,,Ha Tinh
HT1200318,,5.8,7.0,,,,5.75,6.5,7.0,,,3.8,N1,Ha Tinh
HT1201390,,5.8,5.0,3.25,3.0,4.0,,,,,,3.2,N1,Ha Tinh
HT1202657,,5.8,5.0,,,,3.75,6.0,7.25,,,2.2,N1,Ha Tinh
HT1201319,,5.8,7.75,,,,7.25,7.25,9.25,,,4.0,N1,Ha Tinh
HT1206225,,5.8,5.75,,,,5.75,6.25,8.0,,,2.0,N1,Ha Tinh
HT1205045,,5.8,7.75,,,,2.5,5.25,6.0,,,4.4,N1,Ha Tinh
HT1206883,,5.8,5.75,6.0,4.5,5.0,,,,,,3.8,N1,Ha Tinh
HT1202615,,5.8,6.75,,,,2.0,5.5,6.75,,,2.8,N1,Ha Tinh
HT1203727,,5.8,4.25,,,,5.0,6.25,,,,,,Ha Tinh
HT1200956,,5.8,6.0,,,,4.75,7.0,8.25,,,1.6,N1,Ha Tinh
HT1203880,,5.8,7.0,,,,6.75,8.25,9.0,,,5.8,N1,Ha Tinh
HT1207993,,5.8,7.5,,,,2.5,6.0,9.0,,,5.8,N1,Ha Tinh
HT1206460,,5.8,6.5,,,,3.75,7.0,6.25,,,3.0,N1,Ha Tinh
HT1201083,,5.8,5.0,,,,4.25,6.75,6.75,,,3.2,N1,Ha Tinh
HT1200059,,5.8,6.5,,,,9.0,8.75,7.5,,,4.4,N1,Ha Tinh
HT1201082,,5.8,5.0,,,,4.5,5.5,8.75,,,2.6,N1,Ha Tinh
HT1201090,,5.8,7.0,,,,8.0,8.75,9.0,,,2.6,N1,Ha Tinh
HT1203908,,5.8,6.5,,,,5.75,7.5,8.25,,,4.6,N1,Ha Tinh
HT1200696,,5.8,7.75,,,,7.75,8.5,7.5,,,2.6,N1,Ha Tinh
HT1204718,,5.8,7.0,,,,4.0,7.25,6.75,,,1.2,N1,Ha Tinh
HT1206276,,5.8,6.75,,,,4.5,6.25,7.75,,,4.0,N1,Ha Tinh
HT1202426,,5.8,5.0,,,,4.0,7.25,7.5,,,6.4,N1,Ha Tinh
HT1201982,,5.8,6.0,,,,5.25,7.25,,,,,,Ha Tinh
HT1200205,,5.8,6.75,,,,3.25,5.75,8.0,,,2.0,N1,Ha Tinh
HT1207586,,5.8,8.25,,,,7.5,6.5,8.25,,,3.0,N1,Ha Tinh
HT1203852,,5.8,6.5,,,,4.5,8.0,8.0,,,3.4,N1,Ha Tinh
HT1200500,,5.8,7.0,,,,5.25,6.75,8.25,,,3.4,N1,Ha Tinh
HT1203876,,5.8,7.0,,,,7.75,8.0,7.0,,,2.8,N1,Ha Tinh
HT1207996,,5.8,6.25,,,,3.75,6.75,8.0,,,1.4,N1,Ha Tinh
HT1206156,,5.8,6.0,,,,4.0,6.25,6.5,,,4.4,N1,Ha Tinh
HT1201080,,5.8,7.0,,,,4.75,8.0,,,,,,Ha Tinh
HT1203307,,5.8,5.25,,,,3.5,7.75,7.0,,,2.8,N1,Ha Tinh
HT1202243,,5.8,6.5,,,,6.0,5.75,7.75,,,7.4,N1,Ha Tinh
HT1202713,,5.8,6.75,,,,8.0,7.25,5.5,,,3.6,N1,Ha Tinh
HT1207989,,5.8,5.5,,,,5.25,7.0,7.75,,,2.6,N1,Ha Tinh
HT1204863,,5.8,6.75,,,,5.5,7.0,9.25,,,3.8,N1,Ha Tinh
HT1203885,,5.8,5.75,,,,5.25,7.75,9.0,,,2.6,N1,Ha Tinh
HT1203864,,5.8,6.75,6.0,6.5,4.0,,,,,,3.6,N1,Ha Tinh
HT1202238,,5.8,7.0,,,,4.25,7.0,8.0,,,4.8,N1,Ha Tinh
HT1203309,,5.8,6.5,,,,4.25,6.0,6.5,,,3.8,N1,Ha Tinh
HT1200106,,5.8,5.0,,,,5.75,7.75,6.5,,,3.8,N1,Ha Tinh
HT1203943,,5.6,6.5,,,,3.25,6.5,6.75,,,4.4,N1,Ha Tinh
HT1202976,,5.6,3.0,,,,3.25,4.75,6.75,,,2.8,N1,Ha Tinh
HT1204375,,5.6,4.5,,,,4.25,6.25,7.75,,,2.0,N1,Ha Tinh
HT1205944,,5.6,5.0,,,,4.0,5.25,6.0,,,3.2,N1,Ha Tinh
HT1201192,,5.6,5.75,,,,4.5,6.25,7.5,,,4.0,N1,Ha Tinh
HT1206892,,5.6,5.75,,,,3.5,6.75,7.0,,,3.6,N1,Ha Tinh
HT1204342,,5.6,5.0,,,,2.5,4.5,7.25,,,1.2,N1,Ha Tinh
HT1201613,,5.6,7.0,,,,4.5,7.25,8.5,,,5.2,N1,Ha Tinh
HT1200874,,5.6,6.0,,,,6.0,5.5,7.75,,,4.0,N1,Ha Tinh
HT1207261,,5.6,7.0,,,,4.0,6.5,6.75,,,6.8,N1,Ha Tinh
HT1208044,,5.6,7.75,,,,9.5,9.0,8.0,,,3.0,N1,Ha Tinh
HT1206012,,5.6,6.25,,,,3.75,5.75,6.0,,,3.2,N1,Ha Tinh
HT1207857,,5.6,6.0,,,,5.25,6.5,7.5,,,2.6,N1,Ha Tinh
HT1207595,,5.6,6.0,,,,4.0,6.0,8.75,,,3.0,N1,Ha Tinh
HT1205887,,5.6,5.25,,,,7.5,8.5,8.25,,,3.8,N1,Ha Tinh
HT1201820,,5.6,6.0,4.75,4.5,6.0,,,,,,3.2,N1,Ha Tinh
HT1205703,,5.6,6.0,,,,3.0,5.25,6.0,,,2.4,N1,Ha Tinh
HT1205751,,5.6,6.75,,,,6.0,8.25,8.75,,,3.2,N1,Ha Tinh
HT1207243,,5.6,5.5,,,,5.25,6.75,8.0,,,3.0,N1,Ha Tinh
HT1200816,,5.6,6.25,,,,7.25,7.25,8.25,,,2.6,N1,Ha Tinh
HT1207245,,5.6,7.0,,,,2.0,7.0,7.75,,,3.6,N1,Ha Tinh
HT1200230,,5.6,7.0,,,,4.75,6.0,5.75,,,4.8,N1,Ha Tinh
HT1207863,,5.6,6.5,,,,6.25,7.75,8.0,,,3.4,N1,Ha Tinh
HT1204361,,5.6,5.25,,,,4.25,5.25,6.5,,,2.6,N1,Ha Tinh
HT1208440,,5.6,7.0,,,,5.0,6.5,8.5,,,4.2,N1,Ha Tinh
HT1205498,,5.6,6.5,,,,4.75,7.0,9.0,,,3.0,N1,Ha Tinh
HT1206085,,5.6,5.25,,,,4.75,5.75,6.5,,,2.4,N1,Ha Tinh
HT1206300,,5.6,6.0,5.0,6.5,4.0,,,,,,2.8,N1,Ha Tinh
HT1203294,,5.6,7.75,,,,5.5,8.0,8.75,,,3.4,N1,Ha Tinh
HT1206899,,5.6,6.0,4.5,5.5,4.5,,,,,,4.2,N1,Ha Tinh
HT1207111,,5.6,4.5,,,,5.75,6.75,,,,,,Ha Tinh
HT1202968,,5.6,6.5,,,,3.5,6.75,8.0,,,3.4,N1,Ha Tinh
HT1206177,,5.6,5.25,,,,3.25,6.25,7.75,,,1.8,N1,Ha Tinh
HT1201648,,5.6,7.25,,,,3.75,6.25,7.75,,,3.2,N1,Ha Tinh
HT1202727,,5.6,5.0,,,,3.75,6.25,7.75,,,3.6,N1,Ha Tinh
HT1204700,,5.6,7.25,,,,5.5,7.25,8.75,,,2.2,N1,Ha Tinh
HT1204899,,5.6,6.0,,,,3.25,5.25,7.75,,,5.6,N1,Ha Tinh
HT1207105,,5.6,5.75,,,,5.5,7.0,8.25,,,4.2,N1,Ha Tinh
HT1202307,,5.6,6.5,,,,6.5,8.25,9.0,,,3.8,N1,Ha Tinh
HT1203462,,5.6,6.5,,,,5.0,7.0,8.25,,,3.6,N1,Ha Tinh
HT1204283,,5.6,7.0,,,,5.25,7.0,8.75,,,4.6,N1,Ha Tinh
HT1204298,,5.6,6.0,5.25,5.5,4.25,,,,,,2.8,N1,Ha Tinh
HT1207093,,5.6,6.25,,,,5.0,7.75,8.25,,,3.8,N1,Ha Tinh
HT1205037,,5.6,5.25,,,,2.75,5.25,6.5,,,1.6,N1,Ha Tinh
HT1204295,,5.6,5.0,,,,2.75,5.75,,,,,,Ha Tinh
HT1205036,,5.6,6.25,,,,3.25,6.0,8.0,,,4.6,N1,Ha Tinh
HT1207887,,5.6,5.25,,,,5.0,5.75,8.5,,,3.0,N1,Ha Tinh
HT1205267,,5.6,7.5,,,,7.5,7.25,8.0,,,3.0,N1,Ha Tinh
HT1203890,,5.6,4.75,,,,6.5,6.25,6.5,,,3.4,N1,Ha Tinh
HT1205515,,5.6,6.25,7.25,4.25,3.75,,,,,,3.0,N1,Ha Tinh
HT1204287,,5.6,7.25,,,,8.0,8.25,8.5,,,4.2,N1,Ha Tinh
HT1200459,,5.6,5.75,,,,7.25,7.0,8.0,,,3.2,N1,Ha Tinh
HT1200008,,5.6,5.5,,,,4.75,6.0,,,,,,Ha Tinh
HT1204799,,5.6,7.0,,,,6.0,7.25,8.5,,,2.4,N1,Ha Tinh
HT1204787,,5.6,5.25,,,,3.5,3.75,7.0,,,3.2,N1,Ha Tinh
HT1201885,,5.6,7.0,,,,7.0,7.25,8.0,,,2.4,N1,Ha Tinh
HT1202815,,5.6,6.5,,,,4.75,7.0,8.0,,,3.2,N1,Ha Tinh
HT1202379,,5.6,6.0,,,,4.75,7.5,8.0,,,3.0,N1,Ha Tinh
HT1200989,,5.6,8.0,,,,4.0,6.5,8.75,,,2.2,N1,Ha Tinh
HT1204696,,5.6,5.5,,,,5.5,7.75,7.75,,,4.2,N1,Ha Tinh
HT1205334,,5.6,5.25,,,,2.75,8.0,6.25,,,4.2,N1,Ha Tinh
HT1206014,,5.6,5.25,,,,4.75,5.5,6.5,,,3.6,N1,Ha Tinh
HT1204271,,5.6,7.25,,,,2.25,5.25,8.25,,,3.4,N1,Ha Tinh
HT1204270,,5.6,6.5,,,,3.5,4.25,6.75,,,3.8,N1,Ha Tinh
HT1205436,,5.6,7.5,,,,7.5,7.25,8.75,,,4.0,N1,Ha Tinh
HT1206361,,5.6,6.33,5.25,3.75,3.75,,,,,,3.4,N1,Ha Tinh
HT1201533,,5.6,7.0,,,,5.0,7.0,9.5,,,3.8,N1,Ha Tinh
HT1201466,,5.6,7.0,,,,6.5,6.75,9.0,,,3.2,N1,Ha Tinh
HT1203009,,5.6,4.5,,,,3.75,5.5,6.75,,,3.0,N1,Ha Tinh
HT1208048,,5.6,5.0,,,,4.5,5.75,7.0,,,2.8,N1,Ha Tinh
HT1202098,,5.6,4.75,,,,5.75,6.5,8.75,,,3.8,N1,Ha Tinh
HT1202232,,5.6,6.0,,,,3.0,6.0,7.75,,,2.8,N1,Ha Tinh
HT1205695,,5.6,7.5,,,,6.75,7.75,8.25,,,3.8,N1,Ha Tinh
HT1205809,,5.6,4.5,,,,4.75,6.25,,,,,,Ha Tinh
HT1206079,,5.6,7.0,,,,3.5,6.5,9.0,,,2.6,N1,Ha Tinh
HT1203458,,5.6,6.75,,,,3.75,7.0,8.75,,,4.4,N1,Ha Tinh
HT1206902,,5.6,7.0,,,,3.75,6.25,9.0,,,3.6,N1,Ha Tinh
HT1207098,,5.6,8.25,,,,3.25,5.25,6.75,,,9.2,N1,Ha Tinh
HT1201616,,5.6,5.75,,,,4.75,6.25,7.75,,,4.0,N1,Ha Tinh
HT1206690,,5.6,6.25,,,,5.0,7.5,8.75,,,5.2,N1,Ha Tinh
HT1207097,,5.6,5.5,,,,3.75,6.0,7.75,,,3.6,N1,Ha Tinh
HT1202569,,5.6,5.0,,,,5.25,6.5,7.25,,,2.4,N1,Ha Tinh
HT1204849,,5.6,6.0,,,,4.75,6.25,8.25,,,2.6,N1,Ha Tinh
HT1200555,,5.6,6.0,,,,4.0,7.0,6.0,,,3.2,N1,Ha Tinh
HT1203669,,5.6,4.25,,,,5.0,6.25,7.75,,,2.4,N1,Ha Tinh
HT1203004,,5.6,5.75,,,,4.75,7.0,,,,,,Ha Tinh
HT1203671,,5.6,6.5,,,,3.75,5.75,6.5,,,2.8,N1,Ha Tinh
HT1200803,,5.6,7.0,,,,3.5,6.75,7.25,,,2.6,N1,Ha Tinh
HT1204566,,5.6,6.0,,,,5.5,6.25,9.0,,,3.8,N1,Ha Tinh
HT1201183,,5.6,5.5,,,,3.5,6.5,7.25,,,3.4,N1,Ha Tinh
HT1203674,,5.6,6.0,,,,4.5,6.25,8.25,,,4.2,N1,Ha Tinh
HT1200388,,5.6,5.75,,,,2.75,7.25,6.5,,,4.2,N1,Ha Tinh
HT1206881,,5.6,5.75,,,,5.0,7.25,8.25,,,3.2,N1,Ha Tinh
HT1204667,,5.6,6.75,,,,4.75,5.25,8.0,,,2.8,N1,Ha Tinh
HT1200602,,5.6,6.5,,,,6.25,7.25,8.25,,,4.6,N1,Ha Tinh
HT1201938,,5.6,5.75,,,,4.25,6.25,8.25,,,4.8,N1,Ha Tinh
HT1203565,,5.6,6.0,,,,3.0,6.25,8.75,,,3.8,N1,Ha Tinh
HT1207585,,5.6,5.75,,,,6.5,7.5,8.5,,,4.0,N1,Ha Tinh
HT1203568,,5.6,6.0,,,,4.5,7.0,8.25,,,2.8,N1,Ha Tinh
HT1207837,,5.6,7.0,,,,4.5,7.0,7.0,,,4.8,N1,Ha Tinh
HT1200856,,5.6,5.5,,,,3.5,7.0,7.0,,,1.8,N1,Ha Tinh
HT1207184,,5.6,4.5,,,,3.25,5.75,7.75,,,4.0,N1,Ha Tinh
HT1205468,,5.6,6.75,,,,4.75,7.0,8.25,,,4.2,N1,Ha Tinh
HT1206397,,5.6,7.0,,,,6.25,8.25,9.25,,,5.0,N1,Ha Tinh
HT1203534,,5.6,5.75,,,,3.5,6.0,8.0,,,4.4,N1,Ha Tinh
HT1204463,,5.6,6.75,,,,4.75,7.5,8.5,,,4.4,N1,Ha Tinh
HT1205470,,5.6,5.5,,,,5.0,5.75,7.5,,,4.8,N1,Ha Tinh
HT1206806,,5.6,6.5,,,,4.0,6.75,6.5,,,3.4,N1,Ha Tinh
HT1203531,,5.6,5.75,,,,4.0,6.25,5.0,,,3.0,N1,Ha Tinh
HT1200342,,5.6,5.25,,,,4.0,4.5,7.75,,,4.6,N1,Ha Tinh
HT1202055,,5.6,6.5,,,,4.0,5.5,7.75,,,3.6,N1,Ha Tinh
HT1205260,,5.6,6.0,,,,6.75,7.25,10.0,,,4.0,N1,Ha Tinh
HT1205799,,5.6,5.75,6.25,2.5,5.0,4.75,6.0,6.0,,,2.4,N1,Ha Tinh
HT1204450,,5.6,5.0,4.25,3.5,5.0,,,,,,4.2,N1,Ha Tinh
HT1208276,,5.6,6.0,,,,3.5,6.0,8.75,,,3.6,N1,Ha Tinh
HT1205474,,5.6,8.0,5.0,4.0,5.0,,,,,,3.6,N1,Ha Tinh
HT1203925,,5.6,6.5,,,,5.5,6.5,7.25,,,3.8,N1,Ha Tinh
HT1201340,,5.6,7.75,,,,4.5,6.75,8.0,,,4.6,N1,Ha Tinh
HT1200860,,5.6,6.25,,,,4.5,6.25,5.75,,,3.6,N1,Ha Tinh
HT1201638,,5.6,5.0,,,,5.0,6.25,6.75,,,3.6,N1,Ha Tinh
HT1206701,,5.6,7.5,,,,4.75,8.0,7.5,,,4.2,N1,Ha Tinh
HT1207177,,5.6,6.75,,,,5.0,7.25,8.75,,,5.2,N1,Ha Tinh
HT1207163,,5.6,4.75,,,,3.5,5.25,4.0,,,3.0,N1,Ha Tinh
HT1206598,,5.6,5.75,,,,4.75,6.0,8.75,,,2.8,N1,Ha Tinh
HT1204507,,5.6,6.75,,,,6.25,5.25,9.25,,,3.0,N1,Ha Tinh
HT1202555,,5.6,7.5,,,,5.0,7.0,8.5,,,3.2,N1,Ha Tinh
HT1201699,,5.6,4.0,,,,3.5,7.5,,,,,,Ha Tinh
HT1203915,,5.6,6.0,,,,3.25,4.75,6.25,,,4.2,N1,Ha Tinh
HT1202867,,5.6,5.75,,,,3.25,4.75,7.25,,,3.0,N1,Ha Tinh
HT1203546,,5.6,7.75,,,,3.25,5.25,7.75,,,3.4,N1,Ha Tinh
HT1201778,,5.6,5.5,,,,3.75,6.0,7.0,,,2.2,N1,Ha Tinh
HT1203910,,5.6,6.25,,,,4.75,6.25,6.5,,,4.2,N1,Ha Tinh
HT1204492,,5.6,6.0,,,,3.5,7.75,8.5,,,2.8,N1,Ha Tinh
HT1200736,,5.6,7.0,,,,7.0,7.0,9.0,,,2.4,N1,Ha Tinh
HT1207174,,5.6,6.0,,,,5.5,6.25,7.25,,,2.4,N1,Ha Tinh
HT1205203,,5.6,4.5,,,,4.0,5.25,6.75,,,2.8,N1,Ha Tinh
HT1202869,,5.6,4.5,,,,4.0,4.5,7.75,,,3.0,N1,Ha Tinh
HT1200027,,5.6,5.0,,,,3.25,4.75,9.0,,,3.4,N1,Ha Tinh
HT1208445,,5.6,5.25,,,,3.5,7.25,7.75,,,3.6,N1,Ha Tinh
HT1202854,,5.6,6.75,,,,7.25,7.5,8.75,,,4.0,N1,Ha Tinh
HT1208291,,5.6,5.0,4.0,2.0,4.5,,,,,,4.2,N1,Ha Tinh
HT1206865,,5.6,7.5,,,,5.5,5.75,8.25,,,7.6,N1,Ha Tinh
HT1206815,,5.6,6.0,,,,2.75,5.5,7.0,,,4.0,N1,Ha Tinh
HT1206400,,5.6,4.75,,,,3.0,7.25,9.0,,,2.2,N1,Ha Tinh
HT1208298,,5.6,5.5,,,,7.0,8.25,8.75,,,3.0,N1,Ha Tinh
HT1202061,,5.6,7.0,,,,5.75,6.5,7.75,,,5.2,N1,Ha Tinh
HT1202062,,5.6,7.25,,,,8.25,8.0,8.75,,,3.4,N1,Ha Tinh
HT1208300,,5.6,6.5,,,,5.0,8.5,6.5,,,3.0,N1,Ha Tinh
HT1204396,,5.6,6.0,,,,4.75,7.75,8.25,,,2.8,N1,Ha Tinh
HT1200532,,5.6,5.75,,,,4.25,7.5,6.5,,,4.4,N1,Ha Tinh
HT1200276,,5.6,6.0,,,,3.75,6.0,6.25,,,2.4,N1,Ha Tinh
HT1203506,,5.6,6.25,,,,4.25,6.25,8.5,,,4.8,N1,Ha Tinh
HT1200443,,5.6,6.25,,,,6.75,6.5,8.75,,,2.4,N1,Ha Tinh
HT1203605,,5.6,6.0,,,,5.25,5.75,7.5,,,2.2,N1,Ha Tinh
HT1200411,,5.6,7.25,,,,4.0,6.0,7.5,,,3.2,N1,Ha Tinh
HT1201849,,5.6,5.5,,,,5.75,5.25,7.5,,,3.0,N1,Ha Tinh
HT1206468,,5.6,7.0,,,,3.5,5.75,7.25,,,4.0,N1,Ha Tinh
HT1205370,,5.6,7.0,,,,6.25,6.75,9.75,,,4.0,N1,Ha Tinh
HT1202936,,5.6,5.0,,,,3.75,5.5,8.5,,,3.4,N1,Ha Tinh
HT1203938,,5.6,7.25,,,,5.0,6.0,8.0,,,2.6,N1,Ha Tinh
HT1205074,,5.6,7.5,,,,3.75,8.0,9.0,,,4.2,N1,Ha Tinh
HT1206214,,5.6,6.75,,,,4.75,6.5,,,,,,Ha Tinh
HT1202943,,5.6,5.25,,,,3.25,5.25,6.75,,,5.4,N1,Ha Tinh
HT1201100,,5.6,5.75,,,,6.0,6.75,6.75,,,3.6,N1,Ha Tinh
HT1201021,,5.6,6.5,4.25,6.25,4.5,,,,,,4.0,N1,Ha Tinh
HT1205749,,5.6,5.5,,,,4.0,5.75,7.5,,,3.2,N1,Ha Tinh
HT1206752,,5.6,4.75,,,,4.0,5.0,7.0,,,3.4,N1,Ha Tinh
HT1207853,,5.6,6.0,,,,6.0,6.75,8.5,,,3.0,N1,Ha Tinh
HT1207854,,5.6,6.25,,,,5.75,6.75,6.75,,,3.4,N1,Ha Tinh
HT1202653,,5.6,6.25,,,,5.75,6.5,9.25,,,3.6,N1,Ha Tinh
HT1201023,,5.6,6.75,4.75,4.25,3.0,,,,,,2.8,N1,Ha Tinh
HT1206043,,5.6,6.75,,,,4.0,6.75,7.75,,,3.0,N1,Ha Tinh
HT1206610,,5.6,7.5,,,,3.5,6.75,8.25,,,4.2,N1,Ha Tinh
HT1208034,,5.6,3.25,,,,3.5,6.25,,,,,,Ha Tinh
HT1205917,,5.6,5.0,,,,4.25,6.25,,,,,,Ha Tinh
HT1200530,,5.6,7.25,,,,6.0,6.75,7.25,,,2.2,N1,Ha Tinh
HT1204437,,5.6,5.75,4.25,5.5,3.75,,,,,,2.2,N1,Ha Tinh
HT1205728,,5.6,5.25,,,,3.5,6.75,7.0,,,2.2,N1,Ha Tinh
HT1206871,,5.6,6.0,,,,3.25,4.5,5.25,,,2.6,N1,Ha Tinh
HT1205478,,5.6,6.25,,,,4.0,7.75,8.0,,,2.8,N1,Ha Tinh
HT1200438,,5.6,7.0,,,,4.75,6.25,7.25,,,5.0,N1,Ha Tinh
HT1206872,,5.6,5.5,,,,6.25,7.75,8.25,,,4.0,N1,Ha Tinh
HT1205802,,5.6,7.25,,,,8.75,9.5,8.75,,,3.2,N1,Ha Tinh
HT1203265,,5.6,4.25,,,,5.0,6.75,9.0,,,4.0,N1,Ha Tinh
HT1200196,,5.6,5.25,,,,4.25,6.0,8.25,,,3.2,N1,Ha Tinh
HT1201207,,5.6,4.25,,,,8.0,8.25,8.75,,,3.8,N1,Ha Tinh
HT1207135,,5.6,7.0,,,,5.0,6.75,9.5,,,2.8,N1,Ha Tinh
HT1201951,,5.6,5.5,,,,4.5,4.75,6.75,,,1.8,N1,Ha Tinh
HT1202723,,5.6,6.5,,,,5.0,6.5,7.25,,,3.6,N1,Ha Tinh
HT1201985,,5.6,6.75,,,,2.75,3.5,6.25,,,,,Ha Tinh
HT1204421,,5.6,6.75,5.75,2.75,3.5,,,,,,4.4,N1,Ha Tinh
HT1201494,,5.6,7.0,,,,5.75,6.0,8.25,,,4.0,N1,Ha Tinh
HT1200213,,5.6,6.5,,,,4.5,6.75,8.5,,,5.0,N1,Ha Tinh
HT1200024,,5.6,5.0,,,,3.5,4.75,7.0,,,2.2,N1,Ha Tinh
HT1204417,,5.6,5.5,,,,4.0,7.25,7.75,,,3.4,N1,Ha Tinh
HT1200780,,5.6,7.0,,,,4.5,5.75,7.5,,,8.4,N1,Ha Tinh
HT1203934,,5.6,7.0,,,,5.75,8.0,8.75,,,3.4,N1,Ha Tinh
HT1204942,,5.6,5.25,,,,4.25,7.0,7.25,,,2.8,N1,Ha Tinh
HT1207308,,5.6,7.5,,,,8.75,8.25,7.5,,,4.6,N1,Ha Tinh
HT1205317,,5.6,6.0,,,,3.5,5.25,7.0,,,4.8,N1,Ha Tinh
HT1207614,,5.6,5.75,,,,3.5,5.5,7.5,,,5.0,N1,Ha Tinh
HT1206488,,5.6,4.0,,,,3.75,4.75,,,,3.2,N1,Ha Tinh
HT1206430,,5.6,7.25,,,,5.25,5.25,7.25,,,2.2,N1,Ha Tinh
HT1200613,,5.6,7.5,,,,5.75,6.25,9.0,,,4.2,N1,Ha Tinh
HT1208353,,5.6,4.5,,,,4.25,7.0,,,,,,Ha Tinh
HT1206550,,5.6,6.25,,,,6.25,7.0,7.5,,,4.0,N1,Ha Tinh
HT1204120,,5.6,7.0,,,,6.0,7.25,7.5,,,3.0,N1,Ha Tinh
HT1202464,,5.6,6.25,,,,4.5,4.5,,,,,,Ha Tinh
HT1200831,,5.6,5.75,,,,5.75,8.0,8.0,,,3.4,N1,Ha Tinh
HT1206932,,5.6,4.25,5.0,3.75,4.0,,,,,,5.2,N1,Ha Tinh
HT1205849,,5.6,5.25,4.0,3.75,3.75,,,,,,3.4,N1,Ha Tinh
HT1208114,,5.6,7.0,,,,6.25,6.75,8.5,,,5.2,N1,Ha Tinh
HT1202134,,5.6,7.25,,,,5.75,6.75,8.0,,,4.2,N1,Ha Tinh
HT1200103,,5.6,6.0,,,,7.0,5.75,7.25,,,4.8,N1,Ha Tinh
HT1202776,,5.6,7.0,,,,6.0,8.0,9.25,,,5.0,N1,Ha Tinh
HT1202166,,5.6,6.75,,,,4.75,6.25,8.0,,,3.8,N1,Ha Tinh
HT1203213,,5.6,6.25,,,,4.75,7.75,7.0,,,3.4,N1,Ha Tinh
HT1207019,,5.6,6.25,,,,4.25,6.75,7.0,,,2.2,N1,Ha Tinh
HT1202169,,5.6,7.0,,,,6.25,7.0,8.0,,,5.8,N1,Ha Tinh
HT1204747,,5.6,6.0,,,,3.0,5.5,7.75,,,5.6,N1,Ha Tinh
HT1203323,,5.6,5.0,,,,5.5,6.5,8.25,,,2.6,N1,Ha Tinh
HT1202171,,5.6,5.5,,,,5.25,6.0,7.5,,,4.0,N1,Ha Tinh
HT1203800,,5.6,6.5,,,,6.0,7.25,8.75,,,3.6,N1,Ha Tinh
HT1204677,,5.6,7.0,,,,5.5,5.5,7.75,,,2.8,N1,Ha Tinh
